t,LE11,LE22,LE33,LE12,LE13,LE23,J,S11,S22,S33,S12,S13,S23,psiE,psiNE
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2,-0.00497377044130822,-0.00497377044130153,0.00995033085316809,0,0,0,1.00000278997445,1.64573758267006e-14,1.70024584689177e-14,0.00122368279389303,0,0,0,2.17865203873882e-06,3.8960031576351e-06
0.4,-0.00989852575175429,-0.00989852575175441,0.0198026272961797,0,0,0,1.00000557580822,3.54002851338242e-15,3.53677590686496e-15,0.00244554948344609,0,0,0,8.65748910218351e-06,1.5454026733311e-05
0.6,-0.0147752232792281,-0.0147752232792277,0.0295588022415444,0,0,0,1.000008355718,-1.12427428478057e-14,-1.10122414659353e-14,0.00366481791373025,0,0,0,1.93528456523888e-05,3.44716799871493e-05
0.8,-0.0196047925484958,-0.0196047925484982,0.0392207131532813,0,0,0,1.0000111281182,2.58597396968208e-14,2.58627754629037e-14,0.00488079264443019,0,0,0,3.41836483811416e-05,6.07392282325581e-05
1,-0.0243881363367678,-0.0243881363367698,0.048790164169432,0,0,0,1.00001389159238,1.29635885359747e-14,1.30837181366861e-14,0.00609285241860639,0,0,0,5.30713082840366e-05,9.4041651127391e-05
1.2,-0.0291261316854954,-0.0291261316854922,0.0582689081239758,0,0,0,1.00001664489151,-1.23234755733392e-14,-1.21955397169859e-14,0.0073004494175709,0,0,0,7.59396204063067e-05,0.000134160192430025
1.4,-0.0338196308620336,-0.0338196308620352,0.0676586484738149,0,0,0,1.00001938693767,-3.61126059611472e-15,-3.61733212828064e-15,0.00850311086221853,0,0,0,0.000102714670617342,0.000180873685698753
1.6,-0.0384694622765019,-0.0384694622765095,0.0769610411361284,0,0,0,1.00002211682769,-4.49206644104194e-15,-4.49943901581484e-15,0.0097004406250084,0,0,0,0.000133324748807929,0.000233959742615858
1.8,-0.0430764313571733,-0.0430764313571767,0.0861776962410524,0,0,0,1.00002483383506,2.17824890069718e-14,2.17837900495788e-14,0.0108921200559678,0,0,0,0.000167700267946605,0.000293195834317379
2,-0.0476413213870605,-0.0476413213870643,0.0953101798043249,0,0,0,1.00002753740935,-1.25567958808581e-14,-1.25489896252162e-14,0.0120779077399214,0,0,0,0.000205773688474273,0.000358360275380031
2.2,-0.0521648943039808,-0.0521648943039938,0.104360015324243,0,0,0,1.0000302271731,3.47985529280948e-15,3.4928657188793e-15,0.0132576381216897,0,0,0,0.000247479447556147,0.000429233111953452
2.4,-0.0566478914660388,-0.0566478914660637,0.113328685307003,0,0,0,1.00003290291619,-1.73758576971217e-14,-1.73758576971217e-14,0.0144312190409019,0,0,0,0.000292753892748743,0.000505596912668912
2.6,-0.0610910343843374,-0.06109103438436,0.122217632724249,0,0,0,1.00003556458796,-4.84334794492725e-15,-4.83987849797529e-15,0.0155986282777814,0,0,0,0.000341535219676033,0.000587237460559748
2.8,-0.0654950254245427,-0.0654950254245654,0.131028262406404,0,0,0,1.00003821228737,2.52142057233229e-14,2.5207266829419e-14,0.0167599092391162,0,0,0,0.000393763413342505,0.000673944345009971
